,College_ID,Research Level,Competency,constructive_type_abv,scholarly_project,HDR_option,HDR_option_avail,Repeated_learning_YES_ID,Compulsory_YES_ID,project_category_ID,RPL,LEARNINGA_research_training,LEARNINGA_experienced_supervisor,LEARNINGA_experienced_supervisor_ID,activity_type
754,51,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
755,58,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
756,51,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
757,51,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
758,58,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
760,58,Participating,Creating,Objective,False,False,False,,,,False,False,False,,
767,53,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
769,49,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,3 - Points based system,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
770,49,Using,Creating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Critical review of clinical topic
772,49,Leading,Creating,Activity,True,False,True,1 - Yes,1 - Yes,3 - Points based system,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
773,50,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
774,50,Leading,Creating,Activity,True,False,True,1 - Yes,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
776,50,Using,Creating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Critical review of clinical topic
777,52,Leading,Creating,Activity,True,False,True,1 - Yes,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
778,52,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
782,55,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,True,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
783,56,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
784,57,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
785,57,Using,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
786,51,Leading,Creating,Activity,True,False,True,1 - Yes,1 - Yes,1 - Only option,True,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
787,58,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,True,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
791,49,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Publication - FIRST or SECOND author
792,49,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Conference presentation - ORAL
793,49,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Conference presentation - POSTER
794,49,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,3 - Points based system,False,False,False,,Proposal - WRITTEN
795,49,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Thesis or research-style WRITTEN report
796,50,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Publication - FIRST author
797,50,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Conference presentation - ORAL
798,50,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Proposal - WRITTEN
799,50,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Thesis or research-style WRITTEN report
800,52,Using,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,3 - Points based system,False,False,False,,Thesis or research-style WRITTEN report
801,52,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,3 - Points based system,False,False,False,,Conference presentation - ORAL
802,52,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,3 - Points based system,False,False,False,,Publication - FIRST author
803,52,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,3 - Points based system,False,False,False,,Publication - FIRST author
804,52,Leading,Creating,Assessment,True,False,False,3 - Not specified,1 - Yes,3 - Points based system,False,False,False,,Conference presentation - POSTER
806,55,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Thesis or research-style WRITTEN report
807,55,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Proposal - WRITTEN
808,53,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Thesis or research-style WRITTEN report
809,53,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Publication - FIRST author
810,53,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Proposal - WRITTEN
815,57,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Thesis or research-style WRITTEN report
816,58,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Thesis or research-style WRITTEN report
817,56,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Thesis or research-style WRITTEN report
820,1,Using,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Online test
821,46,Using,Evaluating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Critical appraisal of journal article
822,46,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
824,4,Using,Creating,Objective,False,False,False,,,,False,False,False,,
825,4,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
826,4,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
827,4,Using,Applying,Objective,False,False,False,,,,False,False,False,,
828,4,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
829,4,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
830,4,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
831,4,Using,Creating,Objective,False,False,False,,,,False,False,False,,
832,4,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
833,4,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
834,4,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
835,4,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
836,4,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
837,4,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
838,4,Participating,Understanding,Objective,False,False,False,,,,False,False,False,,
839,4,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Publication - FIRST or SECOND author
840,4,Using,Evaluating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
841,4,Participating,Understanding,Assessment,False,False,False,2 - No,1 - Yes,,False,False,False,,Written exam
842,4,Using,Understanding,Activity,False,False,False,2 - No,1 - Yes,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
843,48,Using,Creating,Objective,False,False,False,,,,False,False,False,,
844,48,Participating,Creating,Objective,False,False,False,,,,False,False,False,,
845,48,Using,Analysing,Objective,False,False,False,,,,False,False,False,,
846,48,Using,Creating,Objective,False,False,False,,,,False,False,False,,
847,48,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
848,48,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
849,48,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
850,48,Using,Creating,Objective,False,False,False,,,,False,False,False,,
851,48,Using,Creating,Objective,False,False,False,,,,False,False,False,,
852,48,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
853,48,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
854,48,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
855,48,Participating,Remembering,Objective,False,False,False,,,,False,False,False,,
856,48,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
857,48,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
858,48,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
860,48,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
861,48,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
863,48,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
864,48,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
865,48,Participating,Applying,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Miscellaneous
866,48,Participating,Applying,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Miscellaneous
867,48,Using,Evaluating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Critical appraisal of journal article
868,48,Using,Evaluating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Journal Club
869,48,Using,Evaluating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Critical review of clinical topic
870,48,Using,Evaluating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Critical appraisal of journal article
871,48,Participating,Evaluating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
872,49,Using,Analysing,Objective,False,False,False,,,,False,False,False,,
874,50,Leading,Analysing,Objective,False,False,False,,,,False,False,False,,
875,50,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
876,50,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
877,50,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
878,56,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
879,56,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
880,56,Using,Analysing,Objective,False,False,False,,,,False,False,False,,
881,55,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
882,55,Using,Analysing,Objective,False,False,False,,,,False,False,False,,
883,53,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
884,53,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
885,53,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
886,53,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
887,53,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
888,53,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
889,53,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
890,53,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
891,53,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
892,53,Leading,Analysing,Objective,False,False,False,,,,False,False,False,,
893,53,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
894,53,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
895,53,Participating,Applying,Objective,False,False,False,,,,False,False,False,,
896,53,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
897,51,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
899,51,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
900,52,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
902,52,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
903,52,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
904,52,Participating,Creating,Objective,False,False,False,,,,False,False,False,,
905,52,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
906,57,Leading,Analysing,Objective,False,False,False,,,,False,False,False,,
907,57,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
908,57,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
909,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
910,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
911,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
912,54,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
913,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
914,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
915,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
916,54,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
917,54,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
918,54,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
919,54,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
920,54,Leading,Evaluating,Objective,False,False,False,,,,False,False,False,,
921,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
922,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
923,54,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
924,54,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
925,54,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
926,54,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
927,54,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
928,54,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
930,52,Using,Remembering,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Conference Attendence
931,52,Using,Remembering,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Journal Club
932,57,Using,Remembering,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Conference Attendence
933,57,Using,Remembering,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Journal Club
934,54,Leading,Creating,Activity,True,False,True,2 - No,1 - Yes,1 - Only option,False,False,False,3 - Supervisor required but no mention of RESEARCH experience,Scholalry Project
936,49,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
937,50,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
938,56,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Publication - FIRST author
939,56,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
940,55,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
941,53,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
942,58,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Proposal - WRITTEN
943,58,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Publication - FIRST or SECOND author
944,58,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
946,51,Leading,Creating,Assessment,True,False,False,1 - Yes,2 - No,1 - Only option,False,False,False,,Publication - ANY author
947,51,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
948,52,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Supervisor report
949,57,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,1 - Only option,False,False,False,,Conference presentation - ORAL
950,57,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,1 - Only option,False,False,False,,Conference presentation - POSTER
951,57,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,2 - Options based system,False,False,False,,Publication - FIRST author
952,57,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Proposal - WRITTEN
954,51,Leading,Creating,Assessment,True,False,False,1 - Yes,1 - Yes,1 - Only option,False,False,False,,Thesis or research-style WRITTEN report
955,54,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Proposal - WRITTEN
956,54,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Thesis or research-style WRITTEN report
958,54,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,1 - Only option,False,False,False,,Supervisor report
959,57,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,2 - Options based system,False,False,False,,Thesis or research-style WRITTEN report
961,4,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
962,4,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
963,54,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
964,54,Leading,Analysing,Objective,False,False,False,,,,False,False,False,,
965,58,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
967,58,Leading,Analysing,Objective,False,False,False,,,,False,False,False,,
968,58,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
969,58,Leading,Creating,Assessment,True,False,False,2 - No,1 - Yes,1 - Only option,False,False,False,,Conference presentation - ORAL
970,57,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,1 - Only option,False,False,False,,Supervisor report
971,51,Leading,Creating,Assessment,True,False,False,1 - Yes,2 - No,1 - Only option,False,False,False,,Conference presentation - ORAL
972,58,Leading,Analysing,Objective,False,False,False,,,,False,False,False,,
973,40,Using,Evaluating,Activity,False,False,False,1 - Yes,1 - Yes,,False,False,False,,Critical review of clinical topic
975,48,Leading,Creating,Assessment,False,False,False,1 - Yes,1 - Yes,,False,False,False,,WRITTEN Reflection
187,7,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,7,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,7,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,7,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,7,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,7,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,7,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,7,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,7,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,7,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,7,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,9,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,9,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,9,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,9,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,9,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,9,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,9,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,9,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,9,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,9,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,9,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,10,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,10,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,10,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,10,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,10,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,10,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,10,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,10,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,10,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,10,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,10,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,8,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,8,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,8,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,8,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,8,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,8,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,8,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,8,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,8,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,8,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,8,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,11,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,11,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,11,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,11,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,11,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,11,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,11,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,11,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,11,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,11,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,11,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,12,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,12,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,12,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,12,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,12,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,12,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,12,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,12,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,12,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,12,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,12,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,15,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,15,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,15,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,15,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,15,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,15,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,15,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,15,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,15,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,15,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,15,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,16,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,16,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,16,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,16,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,16,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,16,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,16,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,16,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,16,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,16,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,16,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,17,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,17,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,17,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,17,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,17,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,17,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,17,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,17,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,17,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,17,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,17,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,18,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,18,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,18,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,18,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,18,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,18,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,18,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,18,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,18,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,18,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,18,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,19,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,19,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,19,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,19,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,19,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,19,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,19,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,19,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,19,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,19,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,19,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,20,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,20,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,20,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,20,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,20,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,20,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,20,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,20,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,20,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,20,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,20,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,21,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,21,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,21,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,21,Using,Applying,Objective,False,False,False,,,,False,False,False,,
193,21,Leading,Understanding,Objective,False,False,False,,,,False,False,False,,
194,21,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
195,21,Leading,Creating,Objective,False,False,False,,,,False,False,False,,
196,21,Using,Remembering,Objective,False,False,False,,,,False,False,False,,
197,21,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
198,21,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
368,21,Leading,Creating,Activity,False,False,False,2 - No,2 - No,1 - Only option,False,True,False,,Formal trainee education and training - COLLEGE
187,22,Leading,Applying,Objective,False,False,False,,,,False,False,False,,
188,22,Using,Evaluating,Objective,False,False,False,,,,False,False,False,,
189,22,Using,Understanding,Objective,False,False,False,,,,False,False,False,,
190,22,Using,Applying,Objective,False,False,False,,,,False,False,False,,
